source_app,dataset,prf_source,implant_id,electrode_index,x_deg,y_deg,polar_deg,ecc_deg
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,0,0.684040,1.879385,20.000000,2.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,1,1.879385,-0.684040,110.000000,2.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,2,-0.684040,-1.879385,200.000000,2.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,3,-1.879385,0.684040,290.000000,2.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,4,3.064178,2.571132,50.000000,4.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,5,2.571132,-3.064178,140.000000,4.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,6,-3.064178,-2.571132,230.000000,4.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,7,-2.571132,3.064178,320.000000,4.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,8,5.638158,2.052121,70.000000,6.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,9,2.052121,-5.638158,160.000000,6.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,10,-5.638158,-2.052121,250.000000,6.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,11,-2.052121,5.638158,340.000000,6.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,12,4.000000,6.928203,30.000000,8.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,13,6.928203,-4.000000,120.000000,8.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,14,-4.000000,-6.928203,210.000000,8.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,15,-6.928203,4.000000,300.000000,8.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,16,9.829824,6.882917,55.000000,12.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,17,6.882917,-9.829824,145.000000,12.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,18,-9.829824,-6.882917,235.000000,12.000000
implant_explorer,synthetic,Synthetic_4ecc_4el,696e3e00f0fe,19,-6.882917,9.829824,325.000000,12.000000
